UML ID;Group Name;Parent Company;Mill Name;RSPO Status;RSPO Type;Date RSPO Certification Status;Latitude;Longitude;GPS coordinates;ISO;Country;Province;District;Confidence level;Alternative name
PO1000008416;TELADAN PRIMA;SIMA AGUNG PRIMA SAWIT;SIMA AGUNG PRIMA SAWIT;Not RSPO Certified;;07/10/2024;0,825349;118,753577;0.825349, 118.753577;IDN;Indonesia;Kalimantan Timur;Kutai Timur;3-Low Confidence;
PO1000008417;UNKNOWN;PALM LAMPUNG PERSADA;PALM LAMPUNG PERSADA;Not RSPO Certified;;07/10/2024;-4,372722;104,599806;-4.372722, 104.599806;IDN;Indonesia;Lampung;Way Kanan;1-Fully Verified;
PO1000008418;BRADEN GROUP, S.A.;BRADEN GROUP, S.A.;PALMAS DEL IXCAN LTDA;RSPO Certified;RSPO Certified, MB;07/10/2024;15,990556;-90,466861;15.990556, -90.466861;GTM;Guatemala;Alta Verapaz;Chisec;1-Fully Verified;
PO1000008419;LA FABRIL;EXTRACTORA AGRICOLA RIO MANSO;PALMISA;Not RSPO Certified;;07/10/2024;-0,709732;-79,46711;-0.709732, -79.46711;ECU;Ecuador;Los Rios;Buena Fé;1-Fully Verified;
PO1000008420;SOCFIN S.A.;SOGB S.A.;SOGB ;RSPO Certified;RSPO Certified, MB;07/10/2024;4,688742;-7,09086;4.688742, -7.090860;CIV;Côte d'Ivoire;Bas-Sassandra;San-Pédro;1-Fully Verified;GRAND BEREBI
PO1000008421;PEPUTRA;PEPUTRA SUPRA JAYA;PEPUTRA SUPRA JAYA;Not RSPO Certified;;07/10/2024;0,1583;101,7816;0.1583, 101.7816;IDN;Indonesia;Riau;Pelalawan;2-High Confidence;
PO1000008422;ASTRA AGRO LESTARI;PERKEBUNAN LEMBAH BHAKTI;PERKEBUNAN LEMBAH BHAKTI 2;Not RSPO Certified;;07/10/2024;2,56063;97,94867;2.56063, 97.94867;IDN;Indonesia;Aceh;Aceh Singkil;1-Fully Verified;
PO1000008423;UNKNOWN;CITRA SAWIT LESTARI;CITRA SAWIT LESTARI;Not RSPO Certified;;07/10/2024;2,92199;117,26464;2.92199, 117.26464;IDN;Indonesia;Kalimantan Timur;Bulungan;2-High Confidence;
PO1000008424;TRIPUTRA AGRO PERSADA;DWIWIRA LESTARI JAYA;DWIWIRA LESTARI JAYA;Not RSPO Certified;;07/10/2024;1,606087;118,044424;1.606087, 118.044424;IDN;Indonesia;Kalimantan Timur;Berau;1-Fully Verified;
PO1000008425;UNKNOWN;SRI INDRAPURA SAWIT LESTARI;SRI INDRAPURA SAWIT LESTARI;Not RSPO Certified;;07/10/2024;0,46424;101,7365;0.46424, 101.7365;IDN;Indonesia;Riau;Siak;2-High Confidence;
PO1000008426;CB INDUSTRIAL PRODUCT;CB INDUSTRIAL PRODUCT;EMPRESA;Not RSPO Certified;;07/10/2024;3,821899;114,029043;3.821899, 114.029043;MYS;Malaysia;Sarawak;Miri;2-High Confidence;
PO1000008428;UNIPAL;UNIPAL;UNIPAL;Not RSPO Certified;;07/10/2024;0,19286;-79,38581;0.19286, -79.38581;ECU;Ecuador;Esmeraldas;Quinindé;1-Fully Verified;
PO1000008429;SINAR MAS;BAHANA KARYA SEMESTA;SUNGAI AIR JERNIH;Not RSPO Certified;;07/10/2024;-2,086512;102,801493;-2.086512, 102.801493;IDN;Indonesia;Jambi;Sarolangun;1-Fully Verified;
PO1000008431;BEST INDUSTRY;TUNAS AGRO SUBUR KENCANA;TUNAS AGRO SUBUR KENCANA;Not RSPO Certified;;07/10/2024;-1,828597;112,912568;-1.828597, 112.912568;IDN;Indonesia;Kalimantan Tengah;Kotawaringin Timur;1-Fully Verified;
PO1000008432;SOUTHERN GROUP THAI;SOUTHERN PALM (1978) CO., LTD;SOUTHERN PALM OIL INDUSTRY (1993) CO., LTD.;Not RSPO Certified;;07/10/2024;9,113691;99,266069;9.113691, 99.266069;THA;Thailand;Surat Thani;Phunphin;1-Fully Verified;
PO1000008433;NEGRI SEMBILAN OIL PALMS BOARD;TIMOR OIL PALM PLANTATION BHD;TIMOR / LADANG MARAN;Not RSPO Certified;;07/10/2024;3,634379;102,76598;3.634379, 102.76598;MYS;Malaysia;Pahang;Maran;1-Fully Verified;
PO1000008434;GOZCO PLANTATIONS;GOLDEN BLOSSOM SUMATRA;GOLDEN BLOSSOM SUMATERA;Not RSPO Certified;;07/10/2024;-3,067688;104,204637;-3.067688, 104.204637;IDN;Indonesia;Sumatera Selatan;Banyu Asin;1-Fully Verified;
PO1000008435;UNKNOWN;KARYA TEKNIK PLANTATION;KARYA TEKNIK PLANTATION;Not RSPO Certified;;07/10/2024;-0,15434;117,01007;-0.15434, 117.01007;IDN;Indonesia;Kalimantan Timur;Kutai Kartanegara;1-Fully Verified;
PO1000008439;SUNGAI BUDI;TUNAS BARU LAMPUNG;PKS 1;RSPO Certified;RSPO Certified, MB;07/10/2024;-4,86473;105,183579;-4.86473, 105.183579;IDN;Indonesia;Lampung;Lampung Tengah;1-Fully Verified;
PO1000008440;SINAR JAYA AGRO INVESTAMA (SJAI);WAYKANAN SAWITINDO MAS;WAY KANAN SAWITINDO MAS;Not RSPO Certified;;07/10/2024;-4,446722;104,421735;-4.446722, 104.421735;IDN;Indonesia;Lampung;Way Kanan;1-Fully Verified;
PO1000008490;SIAT;SIAT NIGERIA LTD;SIAT NIGERIA LIMITED;RSPO Certified;RSPO Certified, MB;07/10/2024;5,164666;6,918888;5.164666, 6.918888;NGA;Nigeria;Rivers;Ikwerre;1-Fully Verified;
PO1000008529;PTPN III;PERKEBUNAN NUSANTARA V;TANJUNG MEDANG;RSPO Certified;RSPO Certified, MB;07/10/2024;1,584567;100,589;1.584567, 100.589;IDN;Indonesia;Riau;Rokan Hilir;1-Fully Verified;
PO1000008555;UNKNOWN;OLEAGINOSAS AMAZONICAS S.A (OLAMSA);OLEAGINOSAS AMAZONICAS S.A (OLAMSA) MILL 2;Not RSPO Certified;;07/10/2024;-8,645238;-74,958167;-8.645238, -74.958167;PER;Peru;Ucayali;Coronel Portillo;1-Fully Verified;
PO1000008556;UNKNOWN;OLEAGINOSAS DEL PERU (OLPESA);OLEAGINOSAS DEL PERU (OLPESA);Not RSPO Certified;;07/10/2024;-8,14146;-76,594121;-8.14146, -76.594121;PER;Peru;San Martín;Tocache;1-Fully Verified;
PO1000008557;UNKNOWN;OLEAGINOSAS PADRE ABAD;OLEAGINOSAS PADRE ABAD S.A (OLPASA);Not RSPO Certified;;07/10/2024;-9,059286;-75,64533;-9.059286, -75.64533;PER;Peru;Ucayali;Padre Abad;1-Fully Verified;
PO1000008558;UNKNOWN;OLEAGINOSAS PUCALLPA;OLEAGINOSAS PUCALLPA S.A.C.;Not RSPO Certified;;07/10/2024;-8,576227;-74,907607;-8.576227, -74.907607;PER;Peru;Ucayali;Coronel Portillo;1-Fully Verified;
PO1000008559;PALDUANA;PALDUANA;PALDUANA;Not RSPO Certified;;07/10/2024;0,312941;-79,419175;0.312941, -79.419175;ECU;Ecuador;Esmeraldas;Quinindé;1-Fully Verified;
PO1000008560;UNKNOWN;PALMICULTORES DEL MILENIO DEL ESTADO DEL CAMPECHE;PALMICULTORES DEL MILENIO DEL ESTADO DE CAMPECHE;Not RSPO Certified;;07/10/2024;18,679075;-90,904025;18.679075, -90.904025;MEX;Mexico;Campeche;Carmen;1-Fully Verified;
PO1000008561;SUKSOMBOON GROUP;SUKSOMBOON BOARAI CO,.LTD;SUKSOMBOON BOURAI CO,.LTD.;Not RSPO Certified;;07/10/2024;12,517133;102,550698;12.517133, 102.550698;THA;Thailand;Trat;Bo Rai;1-Fully Verified;
PO1000008562;UNKNOWN;THONG MONGKOL PALM INDUSTRY COMPANY LTD;THONGMONGKOL PALM OIL MILL;Not RSPO Certified;;07/10/2024;11,212853;99,404597;11.212853, 99.404597;THA;Thailand;Prachuap Khiri Khan;Bang Saphan;1-Fully Verified;
PO1000008563;LOW YAT;TUNAS PRIMA SEJAHTERA;TUNAS PRIMA SEJAHTERA;Not RSPO Certified;;07/10/2024;0,056091;116,379991;0.056091, 116.379991;IDN;Indonesia;Kalimantan Timur;Kutai Kartanegara;1-Fully Verified;
PO1000008564;UNKNOWN;SATHIEN PALM COMPANY LTD;SATHIEN PALM COMPANY LIMITED;Not RSPO Certified;;07/10/2024;13,865962;99,705587;13.865962, 99.705587;THA;Thailand;Kanchanaburi;Tha Maka;1-Fully Verified;
PO1000008565;UNKNOWN;TRAD PALM OIL CO,.LTD;TRAD PALM OIL CO,.LTD;Not RSPO Certified;;07/10/2024;12,335841;102,570249;12.335841, 102.570249;THA;Thailand;Trat;Muang Trat;1-Fully Verified;
PO1000008566;DHARMA AGUNG WIJAYA (DAW);SASMITA BUMI WIJAYA;SASMITA BUMI WIJAYA;Not RSPO Certified;;07/10/2024;0,303139;110,301222;0.303139, 110.301222;IDN;Indonesia;Kalimantan Barat;Sanggau;1-Fully Verified;
PO1000008567;FIRST RESOURCES;KETAPANG AGRO LESTARI;KETAPANG AGRO LESTARI;RSPO Certified;RSPO Certified, MB;07/10/2024;-0,875633;115,891653;-0.875633, 115.891653;IDN;Indonesia;Kalimantan Timur;Kutai Barat;1-Fully Verified;
PO1000008568;UNKNOWN;AGROPECUARIA NUEVO SAN CARLOS S.A.;PALMAS DEL MACHAQUILA;Not RSPO Certified;;07/10/2024;16,149899;-89,942382;16.149899, -89.942382;GTM;Guatemala;Petén;Sayaxché;1-Fully Verified;
PO1000008569;UNKNOWN;TOSCANO INDAH PRATAMA;TOSCANO INDAH PRATAMA;Not RSPO Certified;;07/10/2024;-1,086785;119,472903;-1.086785, 119.472903;IDN;Indonesia;Sulawesi Barat;Mamuju Utara;1-Fully Verified;
PO1000008570;UNKNOWN;GIGA PUTRA NUSANTARA;GIGA PUTRA NUSANTARA;Not RSPO Certified;;07/10/2024;1,309826;99,765294;1.309826, 99.765294;IDN;Indonesia;Sumatera Utara;Padang Lawas;1-Fully Verified;
PO1000008571;UNKNOWN;BIOTECH OIL CO,.LTD;BIOTECH OIL CO,.LTD;Not RSPO Certified;;07/10/2024;8,22253;99,034507;8.22253, 99.034507;THA;Thailand;Krabi;Khao Phanom;1-Fully Verified;
PO1000008572;UNKNOWN;AGROINDUSTRIA OLEICA DE LA REGIÓN DE LOS RIOS SAPI DE C.V.;AGROINDUSTRIA OLEICA DE LA REGIÓN DE LOS RIOS SAPI DE C.V.;Not RSPO Certified;;07/10/2024;17,908001;-91,757574;17.908001, -91.757574;MEX;Mexico;Tabasco;Emiliano Zapata;1-Fully Verified;
PO1000008573;UNKNOWN;INDUPALSA;INDUSTRIA DE PALMA ACEITERA DE LORETO Y SAN MARTIN;Not RSPO Certified;;07/10/2024;-6,310439;-76,279287;-6.310439, -76.279287;PER;Peru;San Martín;Lamas;1-Fully Verified;
PO1000008574;FELCRA BERHAD;FELCRA VENTURE SRI AMAN SDN BHD;FELCRA VENTURE SRI AMAN;Not RSPO Certified;;07/10/2024;1,192789;111,400495;1.192789, 111.400495;MYS;Malaysia;Sarawak;Sri Aman;1-Fully Verified;
PO1000008575;UNKNOWN;P.C. SIAM PETROLEUM;P.C. PALM;Not RSPO Certified;;07/10/2024;9,24689;99,666326;9.24689, 99.666326;THA;Thailand;Surat Thani;Don Sak;1-Fully Verified;
PO1000008576;UNKNOWN;AGROPALMA DE INVERSIONES;PLANTA DE BENEFICIO AGROPALMA DE INVERSIONES;RSPO Certified;RSPO Certified, MB;07/10/2024;8,385939;-82,741869;8.385939, -82.741869;PAN;Panama;Chiriquí;Alanje;1-Fully Verified;
PO1000008577;IJM PLANTATIONS BERHAD;SINERGI AGRO INDUSTRI;SINERGI AGRO INDUSTRI;Not RSPO Certified;;07/10/2024;0,903945;118,424871;0.903945, 118.424871;IDN;Indonesia;Kalimantan Timur;Kutai Timur;1-Fully Verified;
PO1000008578;PTPN III;PERKEBUNAN NUSANTARA XIII;LONG PINANG;Not RSPO Certified;;07/10/2024;-1,92927;116,12431;-1.92927, 116.12431;IDN;Indonesia;Kalimantan Timur;Paser;1-Fully Verified;
PO1000008579;MENTARI;SAKTI MAIT JAYA LANGIT;SAKTI MAIT JAYA LANGIT;Not RSPO Certified;;07/10/2024;-1,947194;114,176972;-1.947194, 114.176972;IDN;Indonesia;Kalimantan Tengah;Kapuas;1-Fully Verified;
PO1000008580;AGRINA;AGRINA SAWIT PERDANA;AGRINA SAWIT PERDANA;Not RSPO Certified;;07/10/2024;0,069911;110,696437;0.069911, 110.696437;IDN;Indonesia;Kalimantan Barat;Sanggau;1-Fully Verified;
PO1000008581;MAKIN;ANTANG GANDA UTAMA;PANDRAN RAYA;Not RSPO Certified;;07/10/2024;-1,1395;115,0302;-1.1395, 115.0302;IDN;Indonesia;Kalimantan Tengah;Barito Utara;1-Fully Verified;
PO1000008582;DARMEX AGRO;DUTA PALMA NUSANTARA;KUKO;Not RSPO Certified;;07/10/2024;-0,55673;101,672342;-0.55673, 101.672342;IDN;Indonesia;Riau;Kuantan Singingi;1-Fully Verified;
PO1000008583;UNKNOWN;BUMI DAYA AGROTAMAS;BUMI DAYA AGROTAMAS;Not RSPO Certified;;07/10/2024;2,583222;97,854167;2.583222, 97.854167;IDN;Indonesia;Aceh;Subulussalam;1-Fully Verified;
PO1000008584;UNKNOWN;SYAUKATH AGRO;SYAUKATH AGRO;Not RSPO Certified;;07/10/2024;4,575389;95,705;4.575389, 95.705;IDN;Indonesia;Aceh;Aceh Jaya;1-Fully Verified;
PO1000008585;UNKNOWN;ANUGERAH AGRO SAWIT PERKASA;ANUGERAH AGRO SAWIT PERKASA;Not RSPO Certified;;07/10/2024;1,844607;100,444426;1.844607, 100.444426;IDN;Indonesia;Riau;Rokan Hilir;1-Fully Verified;
PO1000008586;TORGANDA;TOR GANDA;BATANG KUMU;Not RSPO Certified;;07/10/2024;1,376721;100,192191;1.376721, 100.192191;IDN;Indonesia;Riau;Rokan Hulu;1-Fully Verified;
PO1000008587;AGRO INVESTAMA;TEBO INDAH;TEBO INDAH;Not RSPO Certified;;07/10/2024;-1,500694;102,578667;-1.500694, 102.578667;IDN;Indonesia;Jambi;Tebo;1-Fully Verified;
PO1000008588;NEOPALMA;CHEMARAPALM;EXTRACTORA TARRAGONA;Not RSPO Certified;;07/10/2024;-0,08655;-79,317148;-0.08655, -79.317148;ECU;Ecuador;Santo Domingo de los Tsachilas;Santo Domingo;1-Fully Verified;
PO1000008589;UNKNOWN;SUMBER SAWIT SEJAHTERA;SUMBER SAWIT SEJAHTERA;Not RSPO Certified;;07/10/2024;0,248611;101,976667;0.248611, 101.976667;IDN;Indonesia;Riau;Pelalawan;1-Fully Verified;
PO1000008590;UNKNOWN;3F OIL PALM AGROTECH;3F OIL PALM AGROTECH;Not RSPO Certified;;07/10/2024;17,00352;81,46973;17.00352, 81.46973;IND;India;Andhra Pradesh;West Godavari;1-Fully Verified;
PO1000008591;MUSIRAWAS;UNI PRIMACOM;UNI PRIMACOM PKS 1;Not RSPO Certified;;07/10/2024;-1,943668;112,728811;-1.943668, 112.728811;IDN;Indonesia;Kalimantan Tengah;Kotawaringin Timur;1-Fully Verified;
PO1000008594;UNKNOWN;THE NATURAL PALM GROUP CO.,LTD;THE NATURAL PALM OIL CO;Not RSPO Certified;;07/10/2024;8,392705;99,22777;8.392705, 99.22777;THA;Thailand;Surat Thani;Prasaeng;1-Fully Verified;
PO1000008595;TORGANDA;DAMAI JAYA LESTARI;DAMAI JAYA LESTARI (LEMERURU);Not RSPO Certified;;07/10/2024;-3,256807;122,144763;-3.256807, 122.144763;IDN;Indonesia;Sulawesi Tenggara;Konawe Utara;1-Fully Verified;
PO1000008596;UNKNOWN;WAIMUSI AGRO INDAH;WAIMUSI AGRO INDAH;Not RSPO Certified;;07/10/2024;-3,671662;105,067917;-3.671662, 105.067917;IDN;Indonesia;Sumatera Selatan;Ogan Komering Ilir;1-Fully Verified;
PO1000008597;ANDIKA;ANDIKA PERMATA SAWIT LESTARI;BONAI;Not RSPO Certified;;07/10/2024;1,275728;100,87947;1.275728, 100.87947;IDN;Indonesia;Riau;Rokan Hulu;1-Fully Verified;
PO1000008599;CARGILL;ANDES AGRO INVESTAMA;SEI KERANDI;RSPO Certified;RSPO Certified, IP, MB;07/10/2024;-2,312458;110,428241;-2.31245800, 110.428241;IDN;Indonesia;Kalimantan Barat;Ketapang;1-Fully Verified;
PO1000008601;FORTIUS CORP;FORTIUS WAJO PERKEBUNAN;FORTIUS WAJO PERKEBUNAN;Not RSPO Certified;;07/10/2024;-1,050972;102,9062;-1.050972, 102.9062;IDN;Indonesia;Jambi;Tanjung Jabung B;1-Fully Verified;
PO1000008602;RAJAWALI NUSANTARA INDONESIA (RNI);LARAS ASTRA KARTIKA;LARAS ASTRA KARTIKA;Not RSPO Certified;;07/10/2024;-4,081368;104,540871;-4.081368, 104.540871;IDN;Indonesia;Sumatera Selatan;Ogan Komering Ulu Timur;1-Fully Verified;
PO1000008603;KALPATARU;MAHAKAM SAWIT PLANTATION;MAHAKAM SAWIT PLANTATION;Not RSPO Certified;;07/10/2024;-0,338668;116,88074;-0.338668, 116.88074;IDN;Indonesia;Kalimantan Timur;Kutai Kartanegara;1-Fully Verified;
PO1000008604;SRIWIJAYA PALM OIL;CIPTA LESTARI SAWIT;CIPTA LESTARI SAWIT;Not RSPO Certified;;07/10/2024;-2,650019;104,529915;-2.650019, 104.529915;IDN;Indonesia;Sumatera Selatan;Banyu Asin;1-Fully Verified;
PO1000008605;UNKNOWN;MUTIARA SAWIT SEMESTA;MUTIARA SAWIT SEMESTA;Not RSPO Certified;;07/10/2024;-1,607917;102,863222;-1.607917, 102.863222;IDN;Indonesia;Jambi;Batang Hari;1-Fully Verified;
PO1000008606;UNKNOWN;AGRO MEKAR LESTARI;AGRO MEKAR LESTARI;Not RSPO Certified;;07/10/2024;0,829467;103,376017;0.829467, 103.376017;IDN;Indonesia;Kepulauan Riau;Karimun;1-Fully Verified;
PO1000008607;SRIWIJAYA PALM OIL;SELATAN AGRO MAKMUR LESTARI;SAML;Not RSPO Certified;;07/10/2024;-2,690647;105,219822;-2.690647, 105.219822;IDN;Indonesia;Sumatera Selatan;Ogan Komering Ilir;1-Fully Verified;
PO1000008608;UNKNOWN;PERMATA SUBUR LESTARI;PERMATA SUBUR LESTARI;Not RSPO Certified;;07/10/2024;0,027861;111,433417;0.027861, 111.433417;IDN;Indonesia;Kalimantan Barat;Sintang;1-Fully Verified;
PO1000008609;BUMITAMA GUNAJAYA AGRO (BGA);BUMITAMA GUNAJAYA ABADI;LAMANDAU;Not RSPO Certified;;07/10/2024;-2,505465;111,360135;-2.505465, 111.360135;IDN;Indonesia;Kalimantan Tengah;Kotawaringin Barat;1-Fully Verified;
PO1000008610;TRURICH RESOURCES;SATRIA HUPASARANA;SATRIA HUPASARANA;Not RSPO Certified;;07/10/2024;-2,034996;111,568975;-2.034996, 111.568975;IDN;Indonesia;Kalimantan Tengah;Lamandau;1-Fully Verified;
PO1000008611;UNKNOWN;HUTAN ALAM LESTARI;HUTAN ALAM LESTARI;Not RSPO Certified;;07/10/2024;-1,610917;103,342417;-1.610917, 103.342417;IDN;Indonesia;Jambi;Batang Hari;1-Fully Verified;
PO1000008612;UNKNOWN;BUKIT BORNEO SEJAHTERA;BUKIT BORNEO SEJAHTERA;Not RSPO Certified;;07/10/2024;3,464588;116,605771;3.464588, 116.605771;IDN;Indonesia;Kalimantan Timur;Malinau;1-Fully Verified;
PO1000008613;CANDI MAS;CANDI ARTHA;CANDI ARTHA;Not RSPO Certified;;07/10/2024;-3,94174;114,816068;-3.94174, 114.816068;IDN;Indonesia;Kalimantan Selatan;Tanah Laut;1-Fully Verified;
PO1000008614;UNKNOWN;INASCA AGROINDUSTRIAL;INASCA AGROINDUSTRIAL;Not RSPO Certified;;07/10/2024;18,978228;-69,391017;18.978228, -69.391017;DOM;Dominican Republic;Hato Mayor;El Valle;1-Fully Verified;
PO1000008615;DARMEX AGRO;JOHAN SENTOSA;BANGKINANG;Not RSPO Certified;;07/10/2024;0,428061;100,921631;0.428061, 100.921631;IDN;Indonesia;Riau;Kampar;1-Fully Verified;
PO1000008616;SINAR JAYA AGRO INVESTAMA (SJAI);KARYA SAWITINDO MAS;KARYA SAWITINDO MAS;Not RSPO Certified;;07/10/2024;-2,461505;101,123821;-2.461505, 101.123821;IDN;Indonesia;Bengkulu;Mukomuko;1-Fully Verified;TANJUNG ALAI
PO1000008618;UNKNOWN;PERSADA ALAM JAYA;PERSADA ALAM JAYA;Not RSPO Certified;;07/10/2024;-1,043886;102,887223;-1.043886, 102.887223;IDN;Indonesia;Jambi;Tanjung Jabung B;1-Fully Verified;
PO1000008619;TORGANDA;TOR GANDA;KARYA PERDANA;Not RSPO Certified;;07/10/2024;1,235071;100,58881;1.235071, 100.58881;IDN;Indonesia;Riau;Rokan Hulu;1-Fully Verified;
PO1000008620;JHONLIN;PRADIKSI GUNATAMA;PRADIKSI GUNATAMA;Not RSPO Certified;;07/10/2024;-2,180506;116,209275;-2.180506, 116.209275;IDN;Indonesia;Kalimantan Timur;Paser;1-Fully Verified;
PO1000008621;PTPN III;PERKEBUNAN NUSANTARA XIII;LONG KALI;Not RSPO Certified;;07/10/2024;-1,421504;116,249752;-1.421504, 116.249752;IDN;Indonesia;Kalimantan Timur;Paser;1-Fully Verified;
PO1000008622;DARMEX AGRO;MEKAR SARI ALAM LESTARI;MEKAR SARI ALAM LESTARI;Not RSPO Certified;;07/10/2024;0,121459;102,337708;0.121459, 102.337708;IDN;Indonesia;Riau;Pelalawan;1-Fully Verified;
PO1000008623;WINGS AGRO;GAWI MAKMUR KALIMANTAN;PKS PASER;RSPO Certified;RSPO Certified, MB;07/10/2024;-1,439331;116,399383;-1.439331, 116.399383;IDN;Indonesia;Kalimantan Timur;Penajam Paser Utara;1-Fully Verified;
PO1000008624;A BROWN ENERGY AND RESOURCES DEVELOPMENT, INC. (ABERDI);A BROWN ENERGY AND RESOURCES DEVELOPMENT, INC. (ABERDI);ABERDI;Not RSPO Certified;;07/10/2024;8,332569;124,9967;8.332569, 124.9967;PHL;Philippines;Bukidnon;Impasug-Ong;1-Fully Verified;
PO1000008626;BEST INDUSTRY;WANA SAWIT SUBUR LESTARI;WANA SAWIT SUBUR LESTARI 1;Not RSPO Certified;;07/10/2024;-2,506861;112,013444;-2.506861, 112.013444;IDN;Indonesia;Kalimantan Tengah;Kotawaringin Barat;1-Fully Verified;
PO1000008627;UNKNOWN;COOPEAGROPAL R.L.;COOPEAGROPAL LA GUARIA;Not RSPO Certified;;07/10/2024;87.548;-83,2082;8.7548, -83.208200;CRI;Costa Rica;Alajuela;Alajuela;2-High Confidence;
PO1000008629;UNKNOWN;SENTRA KARYA MANUNGGAL;SENTRAKARYA MANUNGGAL;Not RSPO Certified;;07/10/2024;0,871611;111,864528;0.871611, 111.864528;IDN;Indonesia;Kalimantan Barat;Kapuas Hulu;1-Fully Verified;
PO1000008630;UNKNOWN;SIAM MODREN PALM CO,. LTD;SIAM MODERN PALM CO,. LTD;Not RSPO Certified;;07/10/2024;8,513202;98,694709;8.513202, 98.694709;THA;Thailand;Krabi;Ao Luk;1-Fully Verified;
PO1000008633;KAYU LAPIS INDONESIA;INTI KEBUN SEJAHTERA;KLISOF;Not RSPO Certified;;07/10/2024;-1,288583;131,249306;-1.288583, 131.249306;IDN;Indonesia;Papua Barat;Sorong;1-Fully Verified;
PO1000008634;UNKNOWN;OPALA;INDÚSTRIA E COMÉRCIO DE ÓLEOS E FARELOS VEGETAIS DA AMAZÔNIA LTDA;Not RSPO Certified;;07/10/2024;-2,46;-48,742222;-2.46, -48.742222;BRA;Brazil;Pará;Tailândia;2-High Confidence;
PO1000008636;UNKNOWN;BUKIT SAWIT SEMESTA;BUKIT SAWIT SEMESTA;Not RSPO Certified;;07/10/2024;-0,344148;99,961593;-0.344148, 99.961593;IDN;Indonesia;Sumatera Barat;Agam;1-Fully Verified;
PO1000008637;UNKNOWN;UNITED FLEET PALMS;FLEET PALMS;Not RSPO Certified;;07/10/2024;9,224699;99,13747;9.224699, 99.13747;MYS;Malaysia;Pulau Pinang;Seberang Perai Selatan;2-High Confidence;
PO1000008639;ANJ AGRO;PUTERA MANUNGGAL PERKASA;PUTERA MANUNGGAL PERKASA;RSPO Certified;RSPO Certified, IP;07/10/2024;-1,78454;132,45735;-1.78454, 132.45735;IDN;Indonesia;Papua Barat;Sorong Selatan;1-Fully Verified;
PO1000008640;BEST INDUSTRY;HAMPARAN MASAWIT BANGUN PERSADA;HAMPARAN MASAWIT BANGUN PERSADA;Not RSPO Certified;;07/10/2024;-2,55905;112,455971;-2.55905, 112.455971;IDN;Indonesia;Kalimantan Tengah;Seruyan;1-Fully Verified;
PO1000008641;KUALA LUMPUR KEPONG (KLK);PT LANGKAT NUSANTARA KEPONG;TANJUNG KELILING PALM OIL MILL;RSPO Certified;RSPO Certified, IP, MB;07/10/2024;3,511241;98,305888;3.511241, 98.305888;IDN;Indonesia;Sumatera Utara;Langkat;1-Fully Verified;FAJAR AGRO SAWIT
PO1000008642;UNKNOWN;INDUSTRIAS ACEITERAS DEL CARIBE DE HONDURAS (HONDUCARIBE);BARACOA;Not RSPO Certified;;07/10/2024;15,751336;-87,841267;15.751336, -87.841267;HND;Honduras;Cortés;Puerto Cortés;1-Fully Verified;
PO1000008643;BEST INDUSTRY;SURYA MAS CIPTA PERKASA;SURYA MAS CIPTA PERKASA;Not RSPO Certified;;07/10/2024;-3,033619;113,858404;-3.033619, 113.858404;IDN;Indonesia;Kalimantan Tengah;Pulang Pisau;1-Fully Verified;
PO1000008644;PTPN III;PERKEBUNAN NUSANTARA XIII;SAMUNTAI;Not RSPO Certified;;07/10/2024;-1,673642;116,126201;-1.6736419, 116.126201;IDN;Indonesia;Kalimantan Timur;Paser;1-Fully Verified;
PO1000008645;UNKNOWN;INDUSTRIAS PALM OLEO;INDUSTRIAS PALM OLEO S.A.C.;Not RSPO Certified;;07/10/2024;-8,405472;-74,633503;-8.405472, -74.633503;PER;Peru;Ucayali;Coronel Portillo;1-Fully Verified;
PO1000008646;GRUPO PALMAS / PALMAS DEL ESPINO;INDUSTRIAS DEL ESPINO S.A.;EXTRACTORA NUEVO HORIZONTE;RSPO Certified;RSPO Certified, MB;07/10/2024;-8,099319;-76,600963;-8.099319, -76.600963;PER;Peru;San Martín;Tocache;1-Fully Verified;
PO1000008647;PTPN III;PERKEBUNAN NUSANTARA XIII;LEMBAH BATU;Not RSPO Certified;;07/10/2024;-1,630795;116,140287;-1.630795, 116.140287;IDN;Indonesia;Kalimantan Timur;Paser;1-Fully Verified;
PO1000008652;NPC RESOURCES BERHAD;BORNEO INDO SUBUR;BORNEO INDO SUBUR;Not RSPO Certified;;07/10/2024;-1,482183;116,149712;-1.482183, 116.149712;IDN;Indonesia;Kalimantan Timur;Paser;1-Fully Verified;
PO1000008654;DHARMA SATYA NUSANTARA (DSN);DEWATA SAWIT NUSANTARA;DEWATA SAWIT NUSANTARA PKS 6;RSPO Certified;RSPO Certified, IP;07/10/2024;1,282664;116,782315;1.282664, 116.782315;IDN;Indonesia;Kalimantan Timur;Kutai Timur;1-Fully Verified;
PO1000008656;UNKNOWN;SENTOSA KALIMANTAN JAYA;SENTOSA KALIMANTAN JAYA;Not RSPO Certified;;07/10/2024;2,340188;118,061892;2.340188, 118.061892;IDN;Indonesia;Kalimantan Timur;Berau;1-Fully Verified;
PO1000008658;SAMPOERNA AGRO;LANANG AGRO BERSATU;LANANG AGRO BERSATU;Not RSPO Certified;;07/10/2024;-1,213538;110,52338;-1.21353800, 110.52338;IDN;Indonesia;Kalimantan Barat;Ketapang;2-High Confidence;
